frame,camera,player_id,x1,y1,x2,y2
11,broadcast,17,1590,568,1649,670
11,broadcast,18,1427,394,1465,463
11,broadcast,19,1538,721,1623,847
11,broadcast,20,621,750,677,879
11,broadcast,21,1262,466,1324,560
11,broadcast,22,920,575,975,671
11,broadcast,23,831,571,881,665
11,broadcast,27,37,508,69,613
11,broadcast,30,44,507,76,613
11,broadcast,31,1465,503,1481,518
12,broadcast,5,1014,337,1054,379
12,broadcast,12,1655,453,1716,534
12,broadcast,13,1503,432,1552,519
12,broadcast,14,851,610,926,719
12,broadcast,15,1790,597,1833,705
12,broadcast,16,1558,497,1607,584
12,broadcast,17,1590,568,1649,672
12,broadcast,18,1432,387,1474,463
12,broadcast,19,1539,719,1625,845
12,broadcast,20,628,746,685,878
12,broadcast,21,1270,468,1332,561
12,broadcast,22,930,572,985,671
12,broadcast,23,831,570,881,663
12,broadcast,27,46,510,77,614
12,broadcast,30,59,508,91,614
12,broadcast,31,1469,503,1485,519
13,broadcast,5,1023,334,1058,370
13,broadcast,12,1653,453,1716,535
13,broadcast,13,1505,432,1553,518
13,broadcast,14,854,607,929,718
13,broadcast,15,1797,598,1841,706
13,broadcast,16,1559,495,1612,587
13,broadcast,17,1594,565,1654,673
13,broadcast,18,1440,392,1478,463
13,broadcast,19,1542,716,1629,843
13,broadcast,20,635,744,690,869
13,broadcast,21,1274,470,1337,563
13,broadcast,22,936,570,989,664
13,broadcast,23,834,569,885,662
13,broadcast,27,54,511,85,615
13,broadcast,30,73,508,106,614
13,broadcast,31,1473,504,1490,520
14,broadcast,5,1032,331,1062,362
14,broadcast,12,1652,454,1713,537
14,broadcast,13,1506,433,1554,519
14,broadcast,14,853,605,928,719
14,broadcast,15,1806,597,1850,706
14,broadcast,16,1558,494,1612,586
14,broadcast,17,1597,559,1662,674
14,broadcast,18,1448,394,1483,461
14,broadcast,19,1545,716,1631,838
14,broadcast,20,639,742,693,864
14,broadcast,21,1275,472,1338,565
14,broadcast,22,942,567,994,661
14,broadcast,23,835,569,888,664
14,broadcast,27,62,512,94,616
14,broadcast,30,88,509,121,614
14,broadcast,31,1478,505,1494,521
15,broadcast,5,1041,328,1066,354
15,broadcast,12,1652,454,1711,537
15,broadcast,13,1509,434,1557,521
15,broadcast,14,854,608,926,719
15,broadcast,15,1813,595,1858,705
15,broadcast,16,1561,494,1616,585
15,broadcast,17,1603,559,1665,669
15,broadcast,18,1456,394,1492,461
15,broadcast,19,1543,715,1631,837
15,broadcast,20,638,740,693,864
15,broadcast,21,1275,473,1339,565
15,broadcast,22,950,565,1002,660
15,broadcast,23,839,569,892,665
15,broadcast,27,71,513,102,617
15,broadcast,30,103,509,136,614
15,broadcast,31,1482,506,1499,522
15,broadcast,36,1812,595,1857,704
16,broadcast,5,1050,325,1070,346
16,broadcast,12,1654,453,1714,538
16,broadcast,13,1515,437,1562,523
16,broadcast,14,857,613,924,719
16,broadcast,15,1820,594,1865,703
16,broadcast,16,1560,494,1617,589
16,broadcast,17,1606,560,1668,665
16,broadcast,18,1462,394,1497,463
16,broadcast,19,1539,716,1627,837
16,broadcast,20,639,737,694,864
16,broadcast,21,1277,473,1340,564
16,broadcast,22,959,563,1010,660
16,broadcast,23,840,568,895,665
16,broadcast,27,79,515,110,618
16,broadcast,30,118,509,152,614
16,broadcast,31,1487,507,1503,523
16,broadcast,36,1818,593,1864,702
17,broadcast,5,1059,321,1075,337
17,broadcast,12,1656,453,1715,535
17,broadcast,13,1517,437,1565,526
17,broadcast,14,862,613,927,720
17,broadcast,15,1827,593,1873,701
17,broadcast,16,1559,494,1614,588
17,broadcast,17,1604,560,1665,664
17,broadcast,18,1468,394,1503,463
17,broadcast,19,1534,716,1623,839
17,broadcast,20,643,734,699,862
17,broadcast,21,1283,472,1338,552
17,broadcast,22,969,562,1020,658
17,broadcast,23,848,566,895,647
17,broadcast,27,87,516,118,619
17,broadcast,30,133,509,167,613
17,broadcast,31,1501,509,1517,526
17,broadcast,36,1825,593,1871,699
18,broadcast,5,1068,318,1079,329
18,broadcast,12,1654,453,1712,532
18,broadcast,13,1518,438,1566,525
18,broadcast,14,866,611,931,718
18,broadcast,15,1835,593,1881,700
18,broadcast,16,1560,492,1615,588
18,broadcast,17,1605,562,1664,666
18,broadcast,18,1476,393,1510,462
18,broadcast,19,1530,714,1620,840
18,broadcast,20,649,730,705,860
18,broadcast,21,1292,472,1353,560
18,broadcast,22,976,559,1027,655
18,broadcast,23,854,564,899,642
18,broadcast,27,96,517,127,620
18,broadcast,30,148,509,183,613
18,broadcast,31,1506,510,1523,527
18,broadcast,36,1834,593,1880,699
19,broadcast,5,1077,315,1083,321
19,broadcast,12,1651,452,1711,533
19,broadcast,13,1520,438,1569,525
19,broadcast,14,872,610,935,714
19,broadcast,15,1843,593,1889,700
19,broadcast,16,1561,489,1614,583
19,broadcast,17,1606,563,1663,668
19,broadcast,18,1481,393,1514,461
19,broadcast,19,1534,710,1625,840
19,broadcast,20,655,728,710,853
19,broadcast,21,1299,471,1363,562
19,broadcast,22,982,558,1032,650
19,broadcast,23,857,562,905,644
19,broadcast,27,104,519,135,621
19,broadcast,30,164,509,199,612
19,broadcast,31,1512,511,1529,528
19,broadcast,36,1843,594,1888,700
20,broadcast,5,1086,312,1087,313
20,broadcast,12,1650,452,1707,535
20,broadcast,13,1520,438,1570,525
20,broadcast,14,874,609,937,712
20,broadcast,15,1848,594,1894,702
20,broadcast,16,1562,489,1615,579
20,broadcast,17,1611,563,1665,663
20,broadcast,18,1487,392,1520,461
20,broadcast,19,1540,708,1630,837
20,broadcast,20,660,723,715,845
20,broadcast,21,1306,471,1371,561
20,broadcast,22,988,557,1039,651
20,broadcast,23,860,560,910,646
20,broadcast,27,179,509,211,613
20,broadcast,30,179,509,213,613
20,broadcast,31,1517,512,1534,529
20,broadcast,36,1847,594,1894,701
21,broadcast,5,1095,309,1091,304
21,broadcast,12,1651,453,1706,534
21,broadcast,13,1528,441,1576,525
21,broadcast,14,875,613,938,711
21,broadcast,15,1855,593,1901,701
21,broadcast,16,1558,489,1612,580
21,broadcast,17,1614,560,1672,667
21,broadcast,18,1494,394,1525,460
21,broadcast,19,1545,706,1633,830
21,broadcast,20,660,721,716,843
21,broadcast,21,1310,473,1377,564
21,broadcast,22,989,556,1040,650
21,broadcast,23,860,559,915,650
21,broadcast,27,193,509,226,613
21,broadcast,30,193,509,228,612
21,broadcast,31,1523,513,1540,530
21,broadcast,36,1855,592,1901,701
22,broadcast,5,1104,306,1095,296
22,broadcast,12,1652,452,1707,536
22,broadcast,13,1537,444,1582,525
22,broadcast,14,875,611,940,711
22,broadcast,15,1861,591,1907,699
22,broadcast,16,1554,492,1610,582
22,broadcast,17,1618,560,1678,669
22,broadcast,18,1499,395,1529,461
22,broadcast,19,1535,705,1619,825
22,broadcast,20,658,719,716,843
22,broadcast,21,1312,475,1379,565
22,broadcast,22,992,554,1045,648
22,broadcast,23,864,558,921,654
22,broadcast,27,207,509,240,613
22,broadcast,30,207,509,242,612
22,broadcast,31,1528,514,1545,531
22,broadcast,36,1861,592,1907,700
23,broadcast,5,1113,303,1099,288
23,broadcast,12,1651,452,1706,532
23,broadcast,13,1543,445,1585,521
23,broadcast,14,874,612,938,711
23,broadcast,15,1868,589,1914,694
23,broadcast,16,1554,493,1613,586
23,broadcast,17,1622,559,1682,666
23,broadcast,18,1505,394,1536,462
23,broadcast,19,1537,705,1621,824
23,broadcast,20,659,717,717,841
23,broadcast,21,1314,476,1380,565
23,broadcast,22,995,552,1049,647
23,broadcast,23,874,558,927,647
23,broadcast,27,220,509,253,612
23,broadcast,30,219,509,254,612
23,broadcast,31,1534,515,1551,532
23,broadcast,36,1868,592,1914,700
24,broadcast,5,1122,300,1103,280
24,broadcast,12,1647,451,1703,531
24,broadcast,13,1545,445,1588,524
24,broadcast,14,873,613,934,711
24,broadcast,15,1872,588,1918,692
24,broadcast,16,1555,495,1613,587
24,broadcast,17,1623,557,1684,662
24,broadcast,18,1509,394,1540,461
24,broadcast,19,1535,706,1621,827
24,broadcast,20,662,713,720,839
24,broadcast,21,1313,476,1375,562
24,broadcast,22,997,550,1053,643
24,broadcast,23,882,556,933,643
24,broadcast,27,231,509,265,612
24,broadcast,30,230,509,266,612
24,broadcast,31,1539,516,1557,534
24,broadcast,36,1874,591,1920,699
24,broadcast,40,1519,514,1532,529
25,broadcast,5,1132,296,1107,271
25,broadcast,12,1642,451,1700,532
25,broadcast,13,1545,444,1590,526
25,broadcast,14,872,607,934,710
25,broadcast,15,1875,588,1921,693
25,broadcast,16,1558,494,1606,573
25,broadcast,17,1620,558,1682,660
25,broadcast,18,1512,394,1542,462
25,broadcast,19,1523,706,1607,828
25,broadcast,20,668,710,726,836
25,broadcast,21,1315,476,1376,563
25,broadcast,22,998,548,1055,639
25,broadcast,23,889,553,940,641
25,broadcast,27,242,509,276,612
25,broadcast,30,244,510,279,612
25,broadcast,31,1545,517,1562,535
25,broadcast,36,1874,588,1920,696
25,broadcast,40,1519,516,1533,529
26,broadcast,5,1141,293,1112,263
26,broadcast,12,1639,451,1695,533
26,broadcast,13,1544,445,1588,523
26,broadcast,14,873,598,937,709
26,broadcast,15,1879,588,1925,693
26,broadcast,16,1551,493,1605,583
26,broadcast,17,1619,558,1682,662
26,broadcast,18,1514,392,1545,464
26,broadcast,19,1520,705,1605,829
26,broadcast,20,675,707,731,828
26,broadcast,21,1321,476,1382,564
26,broadcast,22,996,547,1054,638
26,broadcast,23,897,550,946,635
26,broadcast,27,252,510,287,613
26,broadcast,30,257,510,293,612
26,broadcast,31,1550,518,1568,536
26,broadcast,36,1879,588,1924,695
26,broadcast,40,1520,516,1533,530
27,broadcast,5,1150,290,1116,255
27,broadcast,12,1634,451,1688,534
27,broadcast,13,1544,445,1585,520
27,broadcast,14,876,596,939,706
27,broadcast,15,1882,588,1927,695
27,broadcast,16,1548,492,1603,585
27,broadcast,17,1614,559,1678,663
27,broadcast,18,1515,392,1546,464
27,broadcast,19,1517,703,1601,829
27,broadcast,20,676,705,731,824
27,broadcast,21,1325,474,1388,564
27,broadcast,22,997,546,1056,638
27,broadcast,23,903,547,952,634
27,broadcast,27,262,510,298,613
27,broadcast,30,271,510,306,612
27,broadcast,31,1556,520,1574,537
27,broadcast,36,1882,587,1926,694
27,broadcast,40,1519,517,1533,531
28,broadcast,5,1159,287,1120,247
28,broadcast,12,1631,451,1685,534
28,broadcast,13,1547,447,1584,512
28,broadcast,14,878,592,940,702
28,broadcast,15,1885,587,1929,693
28,broadcast,16,1544,492,1599,582
28,broadcast,17,1606,560,1669,663
28,broadcast,18,1517,392,1547,462
28,broadcast,19,1516,701,1600,828
28,broadcast,20,676,703,731,823
28,broadcast,21,1328,473,1390,561
28,broadcast,22,998,543,1058,637
28,broadcast,23,908,545,959,635
28,broadcast,27,273,510,309,613
28,broadcast,30,274,510,310,613
28,broadcast,31,1561,521,1579,538
28,broadcast,36,1885,587,1928,694
28,broadcast,40,1519,518,1533,531
29,broadcast,5,1168,284,1124,238
29,broadcast,12,1626,451,1680,530
29,broadcast,13,1545,447,1581,512
29,broadcast,14,875,591,938,700
29,broadcast,15,1889,586,1929,689
29,broadcast,16,1542,492,1598,582
29,broadcast,17,1603,559,1666,664
29,broadcast,18,1520,393,1548,459
29,broadcast,19,1517,699,1599,822
29,broadcast,20,676,701,731,823
29,broadcast,21,1329,473,1391,560
29,broadcast,22,1000,540,1061,635
29,broadcast,23,913,543,964,634
29,broadcast,27,283,510,320,613
29,broadcast,30,284,510,320,613
29,broadcast,31,1567,522,1585,539
29,broadcast,36,1889,585,1928,688
29,broadcast,40,1519,518,1532,531
30,broadcast,5,1177,281,1128,230
30,broadcast,12,1620,449,1675,527
30,broadcast,13,1542,447,1580,513
30,broadcast,14,875,591,939,700
30,broadcast,15,1892,584,1930,686
30,broadcast,16,1538,491,1595,582
30,broadcast,17,1602,557,1666,666
30,broadcast,18,1525,393,1553,459
30,broadcast,19,1513,699,1593,819
30,broadcast,20,676,698,731,822
30,broadcast,21,1329,474,1393,561
30,broadcast,22,1002,538,1062,630
30,broadcast,23,917,542,968,631
30,broadcast,27,296,510,332,613
30,broadcast,30,294,510,330,612
30,broadcast,31,1573,523,1591,540
30,broadcast,36,1892,583,1930,686
30,broadcast,40,1519,519,1532,532
31,broadcast,5,1186,278,1132,222
31,broadcast,12,1612,450,1667,529
31,broadcast,13,1543,447,1580,512
31,broadcast,14,875,594,937,701
31,broadcast,15,1894,584,1930,685
31,broadcast,16,1533,492,1592,585
31,broadcast,17,1603,556,1667,663
31,broadcast,18,1524,393,1551,459
31,broadcast,19,1506,698,1586,819
31,broadcast,20,677,693,732,817
31,broadcast,21,1328,475,1394,563
31,broadcast,22,1002,536,1063,629
31,broadcast,23,918,542,972,634
31,broadcast,27,308,510,345,613
31,broadcast,30,304,510,340,611
31,broadcast,31,1578,524,1596,542
31,broadcast,36,1895,585,1929,685
31,broadcast,40,1519,519,1532,533
32,broadcast,5,1195,274,1136,214
32,broadcast,12,1607,451,1660,530
32,broadcast,13,1535,447,1579,524
32,broadcast,14,875,595,934,700
32,broadcast,15,1896,586,1929,685
32,broadcast,16,1530,491,1588,585
32,broadcast,17,1602,555,1666,659
32,broadcast,18,1524,390,1553,459
32,broadcast,19,1501,698,1580,819
32,broadcast,20,680,690,733,809
32,broadcast,21,1326,477,1392,564
32,broadcast,22,1001,534,1063,630
32,broadcast,23,920,540,975,634
32,broadcast,27,320,510,357,613
32,broadcast,30,314,509,350,610
32,broadcast,31,1584,525,1602,543
32,broadcast,36,1899,585,1933,683
32,broadcast,40,1519,520,1532,533
33,broadcast,5,1204,271,1140,205
33,broadcast,12,1603,452,1653,531
33,broadcast,13,1538,447,1577,518
33,broadcast,14,873,595,932,700
33,broadcast,15,1898,588,1929,686
33,broadcast,16,1528,490,1584,584
33,broadcast,17,1598,554,1662,658
33,broadcast,18,1526,391,1554,458
33,broadcast,19,1492,698,1570,820
33,broadcast,20,684,687,735,803
33,broadcast,21,1323,479,1388,564
33,broadcast,22,998,532,1062,631
33,broadcast,23,921,539,977,635
33,broadcast,27,333,510,369,613
33,broadcast,30,324,509,360,609
33,broadcast,31,1589,526,1607,544
33,broadcast,36,1903,584,1937,682
33,broadcast,40,1519,521,1532,534
34,broadcast,5,1213,268,1144,197
34,broadcast,12,1599,452,1649,532
34,broadcast,13,1538,449,1578,522
34,broadcast,14,874,593,931,700
34,broadcast,15,1902,588,1933,685
34,broadcast,16,1527,498,1578,585
34,broadcast,17,1591,556,1654,660
34,broadcast,18,1525,393,1553,460
34,broadcast,19,1486,697,1563,821
34,broadcast,20,684,685,735,802
34,broadcast,21,1318,479,1383,563
34,broadcast,22,996,530,1060,631
34,broadcast,23,923,538,979,634
34,broadcast,27,345,511,382,613
34,broadcast,30,335,509,371,609
34,broadcast,31,1595,527,1613,545
34,broadcast,36,1907,583,1940,680
34,broadcast,40,1519,521,1532,535
35,broadcast,12,1595,452,1645,529
35,broadcast,13,1541,452,1576,516
35,broadcast,14,876,590,933,698
35,broadcast,15,1905,588,1936,684
35,broadcast,16,1521,492,1575,583
35,broadcast,17,1588,558,1650,661
35,broadcast,18,1524,395,1553,462
35,broadcast,19,1484,694,1561,820
35,broadcast,20,684,684,736,802
35,broadcast,21,1314,479,1379,565
35,broadcast,22,999,528,1060,626
35,broadcast,23,927,538,981,631
35,broadcast,27,347,510,382,609
35,broadcast,30,346,510,382,609
35,broadcast,31,1600,528,1619,546
35,broadcast,36,1911,583,1944,679
35,broadcast,40,1519,522,1532,535
36,broadcast,12,1589,452,1640,527
36,broadcast,13,1541,451,1576,515
36,broadcast,14,878,589,936,698
36,broadcast,15,1909,588,1939,683
36,broadcast,16,1517,492,1571,581
36,broadcast,17,1591,560,1640,646
36,broadcast,18,1527,396,1556,462
36,broadcast,19,1484,692,1560,817
36,broadcast,20,685,683,737,804
36,broadcast,21,1315,479,1381,566
36,broadcast,22,1001,528,1061,621
36,broadcast,23,931,538,985,630
36,broadcast,27,358,511,394,612
36,broadcast,30,358,511,394,611
36,broadcast,31,1606,529,1624,547
36,broadcast,36,1915,582,1948,678
36,broadcast,40,1520,523,1532,536
37,broadcast,12,1582,452,1635,528
37,broadcast,13,1537,450,1576,522
37,broadcast,14,881,588,938,695
37,broadcast,15,1912,588,1943,682
37,broadcast,16,1514,491,1568,581
37,broadcast,17,1587,561,1642,658
37,broadcast,18,1531,396,1559,461
37,broadcast,19,1482,691,1558,812
37,broadcast,20,688,682,737,795
37,broadcast,21,1319,480,1385,566
37,broadcast,22,1005,527,1063,618
37,broadcast,23,937,541,991,630
37,broadcast,27,368,512,405,614
37,broadcast,30,368,511,405,612
37,broadcast,31,1611,530,1630,548
37,broadcast,36,1919,582,1952,676
37,broadcast,40,1520,523,1532,536
38,broadcast,12,1578,454,1631,531
38,broadcast,13,1536,452,1577,530
38,broadcast,14,882,588,940,694
38,broadcast,15,1916,588,1946,682
38,broadcast,16,1513,492,1567,583
38,broadcast,17,1586,560,1644,664
38,broadcast,18,1534,398,1563,463
38,broadcast,19,1478,690,1554,809
38,broadcast,20,689,679,741,798
38,broadcast,21,1323,480,1389,565
38,broadcast,22,1007,527,1066,620
38,broadcast,23,944,543,997,631
38,broadcast,27,380,514,416,614
38,broadcast,30,379,514,416,613
38,broadcast,31,1617,531,1636,550
38,broadcast,36,1923,581,1956,675
38,broadcast,40,1520,524,1532,537
39,broadcast,12,1574,455,1625,532
39,broadcast,13,1536,456,1577,534
39,broadcast,14,884,590,942,694
39,broadcast,15,1920,588,1950,681
39,broadcast,16,1515,492,1567,583
39,broadcast,17,1587,559,1647,665
39,broadcast,18,1538,397,1568,466
39,broadcast,19,1467,690,1544,809
39,broadcast,20,695,678,745,793
39,broadcast,21,1328,482,1393,565
39,broadcast,22,1011,528,1071,621
39,broadcast,23,953,544,1005,631
39,broadcast,27,391,516,426,614
39,broadcast,30,391,514,427,613
39,broadcast,31,1622,532,1641,551
39,broadcast,36,1927,581,1959,673
39,broadcast,40,1520,525,1532,537
40,broadcast,12,1571,453,1622,534
40,broadcast,13,1538,457,1578,535
40,broadcast,14,886,591,944,695
40,broadcast,15,1923,587,1953,680
40,broadcast,16,1513,494,1565,584
40,broadcast,17,1586,559,1647,663
40,broadcast,18,1542,398,1572,468
40,broadcast,19,1461,692,1537,811
40,broadcast,20,699,676,749,789
40,broadcast,21,1331,483,1397,567
40,broadcast,22,1017,527,1078,621
40,broadcast,23,963,543,1014,630
40,broadcast,27,402,518,438,615
40,broadcast,30,402,515,438,613
40,broadcast,31,1628,533,1647,552
40,broadcast,36,1931,580,1963,672
40,broadcast,40,1520,525,1532,538
41,broadcast,12,1569,452,1620,533
41,broadcast,13,1539,458,1578,536
41,broadcast,14,887,591,945,695
41,broadcast,15,1927,587,1956,679
41,broadcast,16,1512,493,1565,584
41,broadcast,17,1586,560,1647,660
41,broadcast,18,1544,399,1575,470
41,broadcast,19,1460,693,1537,812
41,broadcast,20,701,676,751,787
41,broadcast,21,1333,484,1397,567
41,broadcast,22,1022,527,1082,620
41,broadcast,23,973,543,1023,629
41,broadcast,27,413,520,449,616
41,broadcast,30,413,520,448,615
41,broadcast,31,1633,534,1653,553
41,broadcast,36,1935,580,1967,671
41,broadcast,40,1520,526,1532,538
42,broadcast,12,1571,454,1617,525
42,broadcast,13,1539,463,1581,545
42,broadcast,14,887,591,945,695
42,broadcast,15,1930,587,1960,679
42,broadcast,16,1512,492,1566,583
42,broadcast,17,1583,561,1644,661
42,broadcast,18,1549,400,1580,470
42,broadcast,19,1455,693,1532,813
42,broadcast,20,704,676,754,788
42,broadcast,21,1336,485,1393,561
42,broadcast,22,1026,526,1086,618
42,broadcast,23,982,542,1032,630
42,broadcast,27,424,522,459,615
42,broadcast,30,424,521,459,615
42,broadcast,31,1639,535,1658,554
42,broadcast,36,1939,579,1971,669
42,broadcast,40,1520,527,1532,539
43,broadcast,12,1565,450,1608,518
43,broadcast,13,1538,464,1581,549
43,broadcast,14,889,590,946,696
43,broadcast,15,1934,587,1963,678
43,broadcast,16,1512,493,1565,578
43,broadcast,17,1582,563,1644,664
43,broadcast,18,1555,400,1585,467
43,broadcast,19,1453,691,1529,813
43,broadcast,20,708,674,759,788
43,broadcast,21,1342,487,1401,566
43,broadcast,22,1031,525,1088,613
43,broadcast,23,993,542,1042,629
43,broadcast,27,434,523,470,615
43,broadcast,30,436,522,471,616
43,broadcast,31,1644,536,1664,555
43,broadcast,36,1944,578,1974,668
43,broadcast,40,1521,527,1532,539
44,broadcast,12,1563,446,1606,516
44,broadcast,13,1543,469,1586,550
44,broadcast,14,892,589,949,697
44,broadcast,15,1938,587,1966,677
44,broadcast,16,1513,493,1566,578
44,broadcast,17,1576,564,1638,666
44,broadcast,18,1562,400,1590,464
44,broadcast,19,1455,689,1531,814
44,broadcast,20,713,671,764,787
44,broadcast,21,1345,486,1407,569
44,broadcast,22,1041,526,1090,599
44,broadcast,23,1003,542,1052,628
44,broadcast,27,445,524,481,616
44,broadcast,30,447,523,482,616
44,broadcast,31,1650,537,1669,556
44,broadcast,36,1948,578,1978,666
44,broadcast,40,1521,528,1532,540
44,broadcast,55,1560,449,1601,524
45,broadcast,12,1559,445,1602,514
45,broadcast,13,1546,469,1589,546
45,broadcast,14,898,589,954,697
45,broadcast,15,1941,587,1970,676
45,broadcast,16,1513,492,1569,582
45,broadcast,17,1573,564,1634,666
45,broadcast,18,1567,401,1596,467
45,broadcast,19,1458,688,1532,811
45,broadcast,20,718,668,769,785
45,broadcast,21,1349,486,1412,569
45,broadcast,22,1044,526,1090,593
45,broadcast,23,1014,540,1062,629
45,broadcast,27,456,527,492,617
45,broadcast,30,457,526,492,617
45,broadcast,31,1655,538,1675,557
45,broadcast,36,1952,577,1982,665
45,broadcast,40,1521,529,1532,540
45,broadcast,55,1555,456,1598,536
46,broadcast,12,1549,455,1597,532
46,broadcast,13,1544,468,1585,541
46,broadcast,14,902,589,958,696
46,broadcast,15,1945,587,1973,676
46,broadcast,16,1509,492,1565,585
46,broadcast,17,1574,563,1637,668
46,broadcast,18,1571,400,1601,466
46,broadcast,19,1456,688,1528,808
46,broadcast,20,722,665,771,778
46,broadcast,21,1351,487,1415,570
46,broadcast,22,1044,525,1092,599
46,broadcast,23,1025,538,1074,629
46,broadcast,27,466,528,504,618
46,broadcast,30,468,527,503,618
46,broadcast,31,1661,539,1681,559
46,broadcast,36,1956,577,1986,664
46,broadcast,40,1521,529,1532,541
46,broadcast,55,1559,458,1601,535
47,broadcast,12,1544,455,1592,533
47,broadcast,13,1545,469,1586,542
47,broadcast,14,906,591,960,694
47,broadcast,15,1948,587,1977,675
47,broadcast,16,1508,494,1563,585
47,broadcast,17,1577,562,1641,670
47,broadcast,18,1575,398,1605,466
47,broadcast,19,1453,689,1526,808
47,broadcast,20,726,664,774,776
47,broadcast,21,1352,489,1418,573
47,broadcast,22,1047,524,1095,597
47,broadcast,23,1034,535,1085,630
47,broadcast,27,477,529,515,619
47,broadcast,30,479,529,514,618
47,broadcast,31,1666,540,1686,560
47,broadcast,36,1960,576,1990,662
47,broadcast,40,1521,530,1532,541
47,broadcast,55,1551,459,1597,543
48,broadcast,12,1540,456,1588,534
48,broadcast,13,1545,470,1586,543
48,broadcast,14,909,594,961,694
48,broadcast,15,1952,587,1980,674
48,broadcast,16,1510,494,1565,587
48,broadcast,17,1578,562,1641,667
48,broadcast,18,1580,401,1608,465
48,broadcast,19,1450,691,1523,810
48,broadcast,20,729,664,777,777
48,broadcast,21,1355,494,1418,574
48,broadcast,22,1050,523,1097,595
48,broadcast,23,1044,538,1094,631
48,broadcast,27,487,530,525,620
48,broadcast,30,488,530,524,621
48,broadcast,36,1964,576,1993,661
48,broadcast,40,1521,531,1532,542
48,broadcast,55,1547,458,1597,550
49,broadcast,12,1536,456,1584,535
49,broadcast,13,1546,471,1587,544
49,broadcast,14,912,596,962,694
49,broadcast,15,1956,587,1983,673
49,broadcast,16,1512,495,1567,585
49,broadcast,17,1577,562,1641,666
49,broadcast,18,1584,402,1612,465
49,broadcast,19,1446,693,1518,812
49,broadcast,20,733,665,781,778
49,broadcast,21,1355,499,1415,576
49,broadcast,22,1038,537,1087,612
49,broadcast,23,1053,540,1104,632
49,broadcast,27,497,532,536,621
49,broadcast,30,499,532,535,621
49,broadcast,36,1968,575,1997,659
49,broadcast,40,1521,531,1532,542
49,broadcast,55,1546,461,1591,543
50,broadcast,12,1531,457,1580,536
50,broadcast,13,1546,473,1587,545
50,broadcast,14,914,599,963,696
50,broadcast,15,1959,587,1987,673
50,broadcast,16,1513,496,1566,582
50,broadcast,17,1576,564,1640,667
50,broadcast,18,1588,402,1616,465
50,broadcast,19,1442,695,1513,813
50,broadcast,20,736,664,783,777
50,broadcast,21,1347,497,1407,574
50,broadcast,22,1046,537,1100,620
50,broadcast,23,1062,544,1112,634
50,broadcast,27,507,533,546,622
50,broadcast,30,509,533,545,622
50,broadcast,36,1972,574,2001,658
50,broadcast,40,1522,532,1532,543
50,broadcast,55,1542,463,1583,537
50,broadcast,66,1337,493,1404,550
51,broadcast,12,1527,457,1576,537
51,broadcast,13,1547,474,1588,546
51,broadcast,14,916,600,965,697
51,broadcast,15,1963,587,1990,672
51,broadcast,16,1516,499,1567,582
51,broadcast,17,1574,568,1636,670
